time,pos_meas1,pos_meas2,vel_meas1,vel_meas2,pos_filt1,pos_filt2,vel_filt1,vel_filt2,pos_des1,pos_des2,vel_des1,vel_des2,tau_con1,tau_con2,tau_fric1,tau_fric2,tau_meas1,tau_meas2,tau_des1,tau_des2
0.000000000000000000e+00,1.907377737087045944e-04,1.907377737087045944e-04,5.494505494507251342e-03,5.494505494507251342e-03,1.907377737087045944e-04,1.907377737087045944e-04,5.494505494507251342e-03,5.494505494507251342e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.141592653589793116e-01,-3.141592653589793116e-01,-3.814756467379609717e-03,-3.814755983162498865e-03,0.000000000000000000e+00,0.000000000000000000e+00,8.791208791208759976e-03,8.791208791208759976e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.294467926025390625e-03,1.907377737087045944e-04,-1.907377737087045944e-04,0.000000000000000000e+00,-1.157927641073258768e-01,1.907377737087045944e-04,-1.907377737087045944e-04,0.000000000000000000e+00,-1.157927641073258768e-01,6.283185307179586180e-04,-6.283185307179586180e-04,3.141592653589793116e-01,-3.141592653589793116e-01,1.688499638901497235e-02,-1.688499726276049273e-02,0.000000000000000000e+00,0.000000000000000000e+00,8.791208791208759976e-03,8.791208791208759976e-03,0.000000000000000000e+00,0.000000000000000000e+00
6.136655807495117188e-03,1.907377737087045944e-04,1.907377737087045944e-04,0.000000000000000000e+00,1.342189761291023298e-01,1.907377737087045944e-04,1.907377737087045944e-04,0.000000000000000000e+00,1.342189761291023298e-01,1.256637061435917236e-03,-1.256637061435917236e-03,3.141592653589793116e-01,-3.141592653589793116e-01,4.811928254264596916e-01,-6.795600989015149196e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.930402930402919992e-03,2.930402930402919992e-03,0.000000000000000000e+00,0.000000000000000000e+00
8.969783782958984375e-03,1.907377737087045944e-04,1.907377737087045944e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.907377737087045944e-04,1.907377737087045944e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.884955592153875854e-03,-1.884955592153875854e-03,3.141592653589793116e-01,-3.141592653589793116e-01,4.975707659664063698e-01,-5.052002670848487753e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.791208791208759976e-03,2.930402930402919992e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.175284385681152344e-02,1.907377737087045944e-04,1.907377737087045944e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.907377737087045944e-04,1.907377737087045944e-04,0.000000000000000000e+00,0.000000000000000000e+00,2.513274122871834472e-03,-2.513274122871834472e-03,3.141592653589792006e-01,-3.141592653589792006e-01,5.071925996714021778e-01,-5.148221022099264133e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.670329670329664395e-01,-2.080586080586073194e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.472735404968261719e-02,1.907377737087045944e-04,-1.907377737087045944e-04,0.000000000000000000e+00,-1.282481896789859632e-01,1.907377737087045944e-04,-1.907377737087045944e-04,0.000000000000000000e+00,-1.282481896789859632e-01,3.141592653589792873e-03,-3.141592653589792873e-03,3.141592653589794226e-01,-3.141592653589794226e-01,5.559549123150642203e-01,-3.652171309762852758e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.608058608058616556e-01,-2.608058608058616556e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.705098152160644531e-02,5.722133211261137831e-04,-5.722133211261137831e-04,1.641724209352584674e-01,-1.641724209352584674e-01,5.722133211261137831e-04,-5.722133211261137831e-04,1.641724209352584674e-01,-1.641724209352584674e-01,3.769911184307751708e-03,-3.769911184307751708e-03,3.141592653589794226e-01,-3.141592653589794226e-01,2.699469893994521641e-01,-2.699469842286195131e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.194139194139200555e-01,-3.076923076923083755e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.905131340026855469e-02,5.722133211261137831e-04,-9.536888685435229718e-04,0.000000000000000000e+00,-1.907061280613860654e-01,5.722133211261137831e-04,-9.536888685435229718e-04,0.000000000000000000e+00,-1.907061280613860654e-01,4.398229715025710543e-03,-4.398229715025710543e-03,3.141592653589792006e-01,-3.141592653589792006e-01,4.224700651868928958e-01,-2.241027765750569500e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.604395604395609354e-01,-3.018315018315025355e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.105140686035156250e-02,5.722133211261137831e-04,-1.335164415960932160e-03,0.000000000000000000e+00,-1.907288609411168234e-01,5.722133211261137831e-04,-1.335164415960932160e-03,0.000000000000000000e+00,-1.907288609411168234e-01,5.026548245743668944e-03,-5.026548245743668944e-03,3.141592653589792006e-01,-3.141592653589792006e-01,4.349995719947852280e-01,-2.290027729740096163e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.369963369963375754e-01,-2.842490842490850156e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.305150032043457031e-02,5.722133211261137831e-04,-1.716639963378341349e-03,0.000000000000000000e+00,-1.907288609411168234e-01,5.722133211261137831e-04,-1.716639963378341349e-03,0.000000000000000000e+00,-1.907288609411168234e-01,5.654866776461627345e-03,-5.654866776461627345e-03,3.141592653589792006e-01,-3.141592653589792006e-01,4.475665295105191177e-01,-2.339402200716289570e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.487179487179492554e-01,-2.725274725274733356e-01,0.000000000000000000e+00,0.000000000000000000e+00
