time,pos_meas1,pos_meas2,vel_meas1,vel_meas2,pos_filt1,pos_filt2,vel_filt1,vel_filt2,pos_des1,pos_des2,vel_des1,vel_des2,tau_con1,tau_con2,tau_fric1,tau_fric2,tau_meas1,tau_meas2,tau_des1,tau_des2
0.000000000000000000e+00,1.907377737087045944e-04,1.907377737087045944e-04,5.494505494507251342e-03,5.494505494507251342e-03,1.907377737087045944e-04,1.907377737087045944e-04,5.494505494507251342e-03,5.494505494507251342e-03,0.000000000000000000e+00,0.000000000000000000e+00,-1.189798221239700064e-05,-2.760735775978380186e-05,7.312645790369387555e-03,8.116178471579971188e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.930402930402919992e-03,2.930402930402919992e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.620862960815429688e-03,1.907377737087045944e-04,1.907377737087045944e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.907377737087045944e-04,1.907377737087045944e-04,0.000000000000000000e+00,0.000000000000000000e+00,-3.965994070799009991e-08,-9.202452586594599119e-08,-2.365561640455359949e-05,-5.504209926598249768e-05,6.861463660525757291e-03,7.671508159177164998e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.930402930402919992e-03,8.791208791208759976e-03,0.000000000000000000e+00,0.000000000000000000e+00
6.954908370971679688e-03,5.722133211261137831e-04,1.907377737087045944e-04,1.144182218560518410e-01,0.000000000000000000e+00,5.722133211261137831e-04,1.907377737087045944e-04,1.144182218560518410e-01,0.000000000000000000e+00,-1.577041093636910053e-07,-3.669473284398829324e-07,-4.696126695010200417e-05,-1.096524792629999999e-04,-7.353141037881817665e-02,3.601178394827175312e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.465201465201459996e-02,2.930402930402919992e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.028919219970703125e-02,1.907377737087045944e-04,1.907377737087045944e-04,-1.144100403600306765e-01,0.000000000000000000e+00,1.907377737087045944e-04,1.907377737087045944e-04,-1.144100403600306765e-01,0.000000000000000000e+00,-3.527350537086699784e-07,-8.230410542827550051e-07,-6.984889478093559681e-05,-1.637444231729999879e-04,7.107323059554400413e-02,3.216967301708696918e-03,0.000000000000000000e+00,0.000000000000000000e+00,8.791208791208759976e-03,8.791208791208759976e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.362323760986328125e-02,1.907377737087045944e-04,1.907377737087045944e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.907377737087045944e-04,1.907377737087045944e-04,0.000000000000000000e+00,0.000000000000000000e+00,-6.233634079032620272e-07,-1.458576816259169919e-06,-9.232093500188950832e-05,-2.173174810500000116e-04,2.057192796085156785e-03,2.835585148898893491e-03,0.000000000000000000e+00,0.000000000000000000e+00,-2.637362637362627993e-02,8.791208791208759976e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.695775985717773438e-02,1.907377737087045944e-04,1.907377737087045944e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.907377737087045944e-04,1.907377737087045944e-04,0.000000000000000000e+00,0.000000000000000000e+00,-9.682079537212670288e-07,-2.271824261282170202e-06,-1.143798410300000073e-04,-2.703712232740000275e-04,1.710978341513325583e-03,2.455646942145145884e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.051282051282043994e-02,1.465201465201459996e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.029204368591308594e-02,1.907377737087045944e-04,1.907377737087045944e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.907377737087045944e-04,1.907377737087045944e-04,0.000000000000000000e+00,0.000000000000000000e+00,-1.385895681436569932e-06,-3.261051638088260099e-06,-1.360280845019999944e-04,-3.229052405639999939e-04,1.370572040215384431e-03,2.078785047272188428e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.465201465201459996e-02,8.791208791208759976e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.362632751464843750e-02,1.907377737087045944e-04,1.907377737087045944e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.907377737087045944e-04,1.907377737087045944e-04,0.000000000000000000e+00,0.000000000000000000e+00,-1.875061850399829777e-06,-4.424525865040580359e-06,-1.572681551800000205e-04,-3.749191439810000076e-04,1.034893079711817279e-03,1.703934566456765439e-03,0.000000000000000000e+00,0.000000000000000000e+00,8.791208791208759976e-03,8.791208791208759976e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.696061134338378906e-02,1.907377737087045944e-04,1.907377737087045944e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.907377737087045944e-04,1.907377737087045944e-04,0.000000000000000000e+00,0.000000000000000000e+00,-2.434350049303510013e-06,-5.760512597958660039e-06,-1.781025608600000140e-04,-4.264125649400000366e-04,7.041643834778603221e-04,1.331350539794585574e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.465201465201459996e-02,8.791208791208759976e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.029465675354003906e-02,1.907377737087045944e-04,1.907377737087045944e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.907377737087045944e-04,1.907377737087045944e-04,0.000000000000000000e+00,0.000000000000000000e+00,-3.062412256133369667e-06,-7.267276297972369005e-06,-1.985338272750000006e-04,-4.773851552159999760e-04,3.786184265927002371e-04,9.613084888112442133e-04,0.000000000000000000e+00,0.000000000000000000e+00,8.791208791208759976e-03,8.791208791208759976e-03,0.000000000000000000e+00,0.000000000000000000e+00
